edge,cause,effect,path,intermediaries,path_length,FCI_fisherz_knn_indicator_v2,FCI_fisherz_simple_indicator_v2,FCI_fisherz_simple_v2,FCI_mv_fisherz_raw_v2,PC_fisherz_knn_indicator_v2,PC_fisherz_simple_indicator_v2,PC_fisherz_simple_v2,PC_mv_fisherz_raw_v2,agreement_score
FiO2_max_missing --> lactate_max,FiO2_max_missing,lactate_max,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> lactate_max,mechvent_24h_onset --> temp_max_F_missing --> vaso_given,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max,FiO2_max_missing,lactate_max,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> lactate_max,mechvent_24h_onset --> vaso_given,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing,blood_pressure_min_missing --> FiO2_max,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing,mechvent_24h_onset --> FiO2_max,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing,mechvent_24h_onset --> inr_max_missing --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing,mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing,mechvent_24h_onset --> inr_max_missing,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing,mechvent_24h_onset,2,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing,mechvent_24h_onset --> temp_max_F_missing --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing,mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing,mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> lactate_max_missing,FiO2_max_missing,lactate_max_missing,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing,mechvent_24h_onset --> vaso_given --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> blood_pressure_min_missing --> mechvent_post24h,blood_pressure_min_missing,2,0,0,0,0,1,1,0,0,2
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> mechvent_post24h,mechvent_24h_onset,2,1,0,0,0,1,0,0,0,2
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing,4,1,0,0,0,1,0,0,0,2
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,lactate_max_missing --> blood_pressure_min_missing,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> aki_post24h_stage --> mechvent_post24h,mechvent_24h_onset --> aki_post24h_stage,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,7,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> mechvent_post24h,FiO2_max_missing,mechvent_post24h,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> mechvent_post24h,mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,blood_pressure_min_missing --> FiO2_max,3,0,0,0,0,1,1,0,0,2
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> blood_pressure_min_missing --> spO2_min,blood_pressure_min_missing,2,0,0,0,0,1,1,0,0,2
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,lactate_max_missing --> blood_pressure_min_missing --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,lactate_max_missing --> blood_pressure_min_missing,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min,lactate_max_missing --> vaso_given --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,lactate_max_missing --> vaso_given --> lactate_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> spO2_min,mechvent_24h_onset --> FiO2_max,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,7,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> spO2_min,mechvent_24h_onset --> inr_max_missing --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,8,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> blood_pressure_min_missing,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min,mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> FiO2_max,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given --> lactate_max,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> lactate_max_missing --> blood_pressure_min_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> FiO2_max --> spO2_min,mechvent_24h_onset --> lactate_max_missing --> vaso_given --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> lactate_max_missing --> vaso_given --> lactate_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,7,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given --> lactate_max,8,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> lactate_max --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> lactate_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,7,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> FiO2_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> temp_max_F_missing --> vaso_given --> lactate_max,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing --> spO2_min,mechvent_24h_onset --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> FiO2_max --> spO2_min,mechvent_24h_onset --> vaso_given --> FiO2_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> spO2_min,FiO2_max_missing,spO2_min,FiO2_max_missing --> mechvent_24h_onset --> vaso_given --> lactate_max --> spO2_min,mechvent_24h_onset --> vaso_given --> lactate_max,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> temp_max_F_missing,FiO2_max_missing,temp_max_F_missing,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing,mechvent_24h_onset,2,1,0,0,0,1,0,0,0,2
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> vaso_given,mechvent_24h_onset,2,1,0,0,0,1,0,0,0,2
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given,blood_pressure_min_missing --> FiO2_max --> lactate_max_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> lactate_max_missing --> vaso_given,lactate_max_missing,2,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> FiO2_max --> lactate_max_missing --> vaso_given,mechvent_24h_onset --> FiO2_max --> lactate_max_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing --> vaso_given,mechvent_24h_onset --> inr_max_missing --> FiO2_max --> lactate_max_missing,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given,mechvent_24h_onset --> inr_max_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> inr_max_missing --> lactate_max_missing --> vaso_given,mechvent_24h_onset --> inr_max_missing --> lactate_max_missing,4,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> lactate_max_missing --> vaso_given,mechvent_24h_onset --> lactate_max_missing,3,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing --> vaso_given,mechvent_24h_onset --> temp_max_F_missing --> FiO2_max --> lactate_max_missing,5,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing --> vaso_given,mechvent_24h_onset --> temp_max_F_missing --> blood_pressure_min_missing --> FiO2_max --> lactate_max_missing,6,0,0,0,0,1,0,0,0,1
FiO2_max_missing --> vaso_given,FiO2_max_missing,vaso_given,FiO2_max_missing --> mechvent_24h_onset --> temp_max_F_missing --> vaso_given,mechvent_24h_onset --> temp_max_F_missing,3,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> FiO2_max,blood_pressure_min --> vaso_given,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> blood_pressure_min_missing --> FiO2_max,blood_pressure_min_missing,2,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max,inr_max --> blood_pressure_min --> vaso_given,4,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> vaso_given --> FiO2_max,vaso_given,2,0,0,0,0,0,1,0,1,2
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max,bilirubin_max --> inr_max --> blood_pressure_min --> vaso_given,5,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> inr_max --> spO2_min --> vaso_given --> FiO2_max,inr_max --> spO2_min --> vaso_given,4,0,0,0,0,0,0,0,1,1
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> platelet_max --> FiO2_max,platelet_max,2,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> FiO2_max,aki_24h_onset_stage_y,FiO2_max,aki_24h_onset_stage_y --> spO2_min --> vaso_given --> FiO2_max,spO2_min --> vaso_given,3,0,0,0,0,0,0,0,1,1
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> inr_max --> aki_post24h_stage,inr_max,2,0,0,0,0,1,1,1,0,3
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> mechvent_post24h --> aki_post24h_stage,mechvent_post24h,2,0,0,0,1,0,0,1,0,2
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> bilirubin_max --> aki_post24h_stage,bilirubin_max,2,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> aki_post24h_stage,bilirubin_max --> inr_max,3,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> inr_max --> bilirubin_max --> aki_post24h_stage,inr_max --> bilirubin_max,3,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> platelet_max --> aki_post24h_stage,platelet_max,2,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> platelet_max --> bilirubin_max --> aki_post24h_stage,platelet_max --> bilirubin_max,3,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> aki_post24h_stage,aki_24h_onset_stage_y,aki_post24h_stage,aki_24h_onset_stage_y --> platelet_max --> mechvent_post24h --> aki_post24h_stage,platelet_max --> mechvent_post24h,3,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> bilirubin_max,aki_24h_onset_stage_y,bilirubin_max,aki_24h_onset_stage_y --> inr_max --> bilirubin_max,inr_max,2,0,0,0,0,1,0,1,1,3
aki_24h_onset_stage_y --> bilirubin_max,aki_24h_onset_stage_y,bilirubin_max,aki_24h_onset_stage_y --> platelet_max --> bilirubin_max,platelet_max,2,0,0,0,0,0,0,1,0,1
aki_24h_onset_stage_y --> blood_pressure_min,aki_24h_onset_stage_y,blood_pressure_min,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min,inr_max,2,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> blood_pressure_min,aki_24h_onset_stage_y,blood_pressure_min,aki_24h_onset_stage_y --> bilirubin_max --> inr_max --> blood_pressure_min,bilirubin_max --> inr_max,3,0,0,0,0,0,1,0,0,1
aki_24h_onset_stage_y --> blood_pressure_min_missing,aki_24h_onset_stage_y,blood_pressure_min_missing,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing,5,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> blood_pressure_min_missing,aki_24h_onset_stage_y,blood_pressure_min_missing,aki_24h_onset_stage_y --> inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing --> blood_pressure_min_missing,inr_max --> blood_pressure_min --> vaso_given --> FiO2_max --> lactate_max_missing,6,0,0,0,0,1,0,0,0,1
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min --> spO2_min --> heart_rate_max,blood_pressure_min --> spO2_min,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min --> heart_rate_max,blood_pressure_min --> vaso_given --> FiO2_max --> spO2_min,5,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min --> vaso_given --> heart_rate_max,blood_pressure_min --> vaso_given,3,0,0,0,0,1,1,0,0,2
aki_24h_onset_stage_y --> heart_rate_max,aki_24h_onset_stage_y,heart_rate_max,aki_24h_onset_stage_y --> blood_pressure_min_missing --> FiO2_max --> spO2_min --> heart_rate_max,blood_pressure_min_missing --> FiO2_max --> spO2_min,4,0,0,0,0,1,1,0,0,2
